Cidade,Geocode,Eficiencia,Efic_Norm,Latitude,Longitude,x1,x2,x3,x4,x5,y1,y2,Iy3,Iy4,z1,z2,z3,z4,z5,z6,z7,z8,z9,Bioma
Óbidos,1505106,2.38915165480209,0.370611249834377,-1.91,-55.51,241176.8,2770,18757,11811,2784,72061,130420,3.25837e-06,15115,0.78,0.03,0,0.147444022,0.9,0.076618705,1.81,-1.91,-55.51,Amazônia
Oeiras do Pará,1505205,2.59089967099483,0.40190691257831,-2,-49.85,38287.7,869,3666.43,12222,1783,42568,21856,7.48771e-05,9179,0.97,0.02,0.000805369,0.088854489,0.91,0.022281879,8208,-2,-49.85,Amazônia
Oriximiná,1505304,2.52529686414809,0.391730439189003,-1.76,-55.86,124183.5,3713,17429.86,10496,528,50163,59237,3.04504e-06,19898,0.92,0.03,0,0.195219124,0.85,0.027459016,0.66,-1.76,-55.86,Amazônia
Ourém,1505403,2.47027624775711,0.383195501958738,-1.54,-47.11,37428.5,945,6876.48,3203,116,23331,8470.23,2.66226e-05,13184,0.91,0.06,0,0.22,0.88,0.079378775,30861,-1.54,-47.11,Amazônia
Ourilândia do Norte,1505437,2.59251636810759,0.402157698725083,-6.75,-51.08,203477.9,4335,27456.27,4817,898,84745,54297,2.41874e-06,10605,0.6,0.02,0.0008285,0.172888016,0.92,0.043910522,2215,-6.75,-51.08,Amazônia
Pacajá,1505486,2.51950985708849,0.390832744011366,-3.83,-50.63,807620.3,7142,52208.7,17282,5930,164173,322206,7.72849e-07,12.33,0.81,0.03,0.000452284,0.109994417,0.8,0.116689281,3.92,-3.83,-50.63,Amazônia
Palestina do Pará,1505494,4.5362220785462,0.703670246581968,-5.74,-48.31,63368.4,2157,18154,1485,2782,32420,12031.4,9.07898e-06,12.04,0.82,0.12,0,0.214532872,0.98,0.127020785,7503,-5.74,-48.31,Amazônia
Paragominas,1505502,1.8488224788549,0.286794020895699,-2.99,-47.35,856018.6,26670,299392,8407,19901,588487,492315,1.39606e-06,24313,0.63,0.24,0.015214385,0.165165165,0.65,0.188796681,5688,-2.99,-47.35,Amazônia
Parauapebas,1505536,2.30637303727148,0.357770421232761,-6.06,-49.9,87951.4,3166,22125.86,4752,1694,94220,18943,3.96519e-06,30187,0.7,0.23,0.028527371,0.233281493,0.65,0.017733231,29386,-6.06,-49.9,Amazônia
Pau D'Arco,1505551,3.2651860646584,0.506503924073871,-7.83,-50.04,123819.4,1033,9361.42,1849,329,17607,23581,4.33888e-06,12954,0.8,0.06,0,0.263779528,0.95,0.019298246,3195,-7.83,-50.04,Amazônia
Peixe-Boi,1505601,3.36951481349641,0.522687663571025,-1.19,-47.31,35815.3,345,5911.38,2726,558,16623,7972.66,2.91523e-05,14579,0.91,0.24,0,0.204851752,0.7,0.121169916,17458,-1.19,-47.31,Amazônia
Piçarra,1505635,2.94075135212289,0.456176790565721,-6.43,-48.87,298014.9,3958,60135.82,4378,10025,161390,40477,1.24923e-06,7154,0.82,0.07,0.006746627,0.156883671,1,0.116941529,3813,-6.43,-48.87,Amazônia
Placas,1505650,2.89223695467083,0.448651114479596,-3.86,-54.22,301243.2,4852,48292,6412,6311,106588,157545,3.42044e-06,15309,0.89,0.05,0.007347539,0.165831245,0.95,0.213813373,4197,-3.86,-54.22,Amazônia
Ponta de Pedras,1505700,2.69076663429833,0.417398528613936,-1.38,-48.87,41996,1244,7193.43,8393,1030,45708,22944.99,6.4269e-06,6.89,0.94,0.05,0.002111932,0.158359845,0.9,0.023583245,8984,-1.38,-48.87,Amazônia
Portel,1505809,1.77780212597149,0.275777164057459,-1.93,-50.82,105276.7,1968,1,7636,1566,15745,72458,1.75607e-05,6528,0.96,0.01,0.000425894,0.031417112,0.87,0.005110733,2376,-1.93,-50.82,Amazônia
Porto de Moz,1505908,2.05411476299783,0.318639479451937,-1.74,-52.23,316242.3,4330,17723.84,5703,2617,46812,166489.77,5.46305e-06,10992,0.82,0.04,0.001262626,0.098693759,0.93,0.027777778,2295,-1.74,-52.23,Amazônia
Prainha,1506005,2.96640650113851,0.460156482194863,-1.79,-53.47,117118.2,1296,5958.59,4285,1115,35389,34361.13,3.1344e-06,11396,0.82,0.06,0,0.091231178,0.93,0.069364162,1966,-1.79,-53.47,Amazônia
Primavera,1506104,1,0.155122530246025,-0.94,-47.11,4877,9,1,1133,33,3329,3453.76,0.000143942,12377,0.98,0.08,0.012886598,0.086956522,0.43,0.028350515,40735,-0.94,-47.11,Amazônia
Quatipuru,1506112,1,0.155122530246024,-0.9,-47,1896.9,73,1,602,33408,2209,378279,0.000239822,18394,0.81,0.23,1e-10,0.144927536,0.85,0.072847682,40.59,-0.9,-47,Amazônia
Redenção,1506138,1,0.155122530246025,-8.02,-50.03,245824.1,3690,1,2841,641,95152,66706.03,0.000100869,8747,0.68,0.05,0.001014199,0.23988006,0.99,0.082150101,21566,-8.02,-50.03,Amazônia
Rio Maria,1506161,2.59176100839901,0.402040525415843,-7.31,-50.04,322054.5,7530,122397.41,3866,10598,225012,66601,1.25272e-06,7337,0.55,0.11,0.001879699,0.21802935,1,0.147556391,4303,-7.31,-50.04,Amazônia
Rondon do Pará,1506187,3.11894456877716,0.483818573205809,-4.77,-48.06,364996.7,7515,78180,5495,1699,166545,72624.54,1.38099e-06,8897,0.76,0.13,0.001621622,0.20856102,0.76,0.042162162,6175,-4.77,-48.06,Amazônia
Rurópolis,1506195,1.72293912502418,0.267266676533622,-4.09,-54.9,309901.8,2554,19992,7436,811,84887,153639,3.03401e-06,13683,0.79,0.03,0.001879699,0.135972461,0.95,0.057518797,6992,-4.09,-54.9,Amazônia
Salinópolis,1506203,1,0.155122530246025,-0.62,-47.35,898.1,7,1,717,105,3510,456,0.000840513,14263,0.84,0.07,0.004761905,0.120481928,0.68,0.061904762,166.44,-0.62,-47.35,Amazônia
Salvaterra,1506302,1.73310516338603,0.268843658126891,-0.75,-48.51,14359.9,452,5398.97,1584,67,17084,3310.98,4.07169e-05,12948,0.81,0.15,0.005813954,0.195238095,0.73,0.087209302,22228,-0.75,-48.51,Amazônia
Santa Bárbara do Pará,1506351,1,0.155122530246025,-1.22,-48.29,8002.4,459,1,1273,14,6771,1343,0.000205373,15498,0.96,0.25,0.002237137,0.202702703,0.42,0.109619687,73671,-1.22,-48.29,Amazônia
Santa Cruz do Arari,1506401,1,0.155122530246025,-0.66,-49.16,22626,24,1,467,7,5295,1128.37,1.2683e-05,8881,0.75,0.02,1e-10,0.137142857,1,6e-11,9144,-0.66,-49.16,Amazônia
Santa Izabel do Pará,1506500,0.999999999999991,0.155122530246023,-1.29,-48.16,21497.3,1987,96496,3798,1718,581266,9336,1.37891e-05,24331,0.86,0.19,0.002473207,0.353115727,0.92,0.056059357,95917,-1.29,-48.16,Amazônia
Santa Luzia do Pará,1506559,3.79328020083871,0.588423222686249,-1.51,-46.94,68166.7,587,10356,3663,696,22156,15731.06,7.03703e-06,14158,0.84,0.03,0.000884173,0.187179487,0.52,0.037135279,14244,-1.51,-46.94,Amazônia
Santa Maria das Barreiras,1506583,3.72127678626365,0.577253870831013,-8.85,-49.72,798318.1,122958,381499.41,9630,4060,256208,156566.53,7.82312e-07,7908,0.69,0.06,0.003228121,0.175438597,0.82,0.082855093,2018,-8.85,-49.72,Amazônia
Santa Maria do Pará,1506609,2.76452606081344,0.428840277484456,-1.35,-47.57,24952.9,1118,8572.86,3608,286,28502,5436,4.42542e-05,14209,0.86,0.1,0.001643385,0.13034188,0.84,0.039441249,52.84,-1.35,-47.57,Amazônia
Santana do Araguaia,1506708,1.89935978506076,0.294633495706171,-9.5,-50.62,857863.8,21296,180013.91,5859,7348,359321,243873.39,8.46755e-07,7108,0.8,0.04,0.001950268,0.192236599,0.97,0.075572891,6105,-9.5,-50.62,Amazônia
Santarém,1506807,2.4320723736685,0.377269220344913,-2.44,-54.7,180512.4,10228,69883,25288,2137,241236,73701,3.14354e-06,13763,0.85,0.08,0.004201111,0.183821623,0.86,0.056918282,16555,-2.44,-54.7,Amazônia
Santarém Novo,1506906,0.999999999999997,0.155122530246024,-0.92,-47.39,7952,40,1067.44,684,21,3367,3254.99,0.000121708,19157,0.92,0.18,0.004291846,0.185393258,0.7,0.111587983,28434,-0.92,-47.39,Amazônia
Santo Antônio do Tauá,1507003,1.2768684926611,0.198071071373017,-1.15,-48.12,19248.2,1467,33325.25,3359,346,105864,2112,8.09766e-06,27127,0.85,0.21,0.004530011,0.362831858,0.65,0.06795017,56937,-1.15,-48.12,Amazônia
São Caetano de Odivelas,1507102,1.2956333027548,0.200981916194339,-0.75,-48.02,14476.3,558,6731.34,1700,298,23488,1694.29,0.000152744,31695,0.84,0.16,0.001597444,0.335195531,0.8,0.081469649,23623,-0.75,-48.02,Amazônia
São Domingos do Araguaia,1507151,2.67954295599197,0.415657483236386,-5.53,-48.73,112368.6,3307,40346,3835,3394,124992,14917.86,2.88109e-06,11496,0.79,0.05,0,0.213454075,0.93,0.135826772,17853,-5.53,-48.73,Amazônia
São Domingos do Capim,1507201,4.03312144521901,0.625628003371876,-1.67,-47.77,80819.1,2276,11818.91,9760,2941,57028,25958.79,2.26525e-05,11415,0.94,0.06,0.005712472,0.104253112,0.85,0.046017137,18556,-1.67,-47.77,Amazônia
São Félix do Xingu,1507300,2.58250452692685,0.400604636588706,-6.64,-51.99,2462091.5,39540,270178,22521,24496,646400,962598,2.22939e-07,8928,0.76,0.04,0.002039216,0.164258856,0.95,0.092078431,1482,-6.64,-51.99,Amazônia
São Francisco do Pará,1507409,1.00000000000075,0.155122530246141,-1.16,-47.79,35480.1,681,1,1940,552,69701,9975.22,3.18177e-05,17016,0.85,0.16,0,0.345070423,0.97,0.018950437,32225,-1.16,-47.79,Amazônia
São Geraldo do Araguaia,1507458,3.17506717778145,0.492524454318563,-6.4,-48.55,254156.8,8433,78191,4649,6300,175737,51719.08,1.24463e-06,9752,0.78,0.09,0.009068425,0.251572327,0.88,0.141797197,7634,-6.4,-48.55,Amazônia
São João da Ponta,1507466,1.87315200784022,0.290568078991596,-0.85,-47.91,6958,85,1741.08,944,21606,4316,2411.94,0.000424555,19744,0.73,0.08,1e-10,0.25,0.99,0.127071823,30472,-0.85,-47.91,Amazônia
São João de Pirabas,1507474,1.277302759685,0.198138435972567,-0.76,-47.17,13816,198,1,2179,279,7509,8650,0.000105516,14967,0.77,0.08,0.001919386,0.118733509,0.6,0.082533589,31.77,-0.76,-47.17,Amazônia
São João do Araguaia,1507508,3.78364418447425,0.586928459446302,-5.35,-48.79,77603,2515,25938.09,5113,1360,64362,13557,5.25116e-06,16307,0.83,0.07,0.005737705,0.216666667,0.8,0.050819672,10638,-5.35,-48.79,Amazônia
São Miguel do Guamá,1507607,2.66606331408201,0.413566487076504,-1.62,-47.48,72646.8,1114,11365,7019,1256,64455,10352,1.57744e-05,11693,0.91,0.06,0.002666667,0.129195694,0.79,0.022666667,51671,-1.62,-47.48,Amazônia
São Sebastião da Boa Vista,1507706,1.93975114340462,0.300899105412544,-1.71,-49.54,48425.6,3155,6299.4,6956,434,33336,39634,0.000173325,5852,0.87,0.02,0.002099076,0.1395151,0.96,0.038623006,15.87,-1.71,-49.54,Amazônia
Sapucaia,1507755,0.999999999999527,0.155122530245951,-6.94,-49.68,372562.2,2808,1,1126,163,89900,3375.11,3.20118e-06,6,0.77,0.03,0,0.0625,1,0.038135593,4442,-6.94,-49.68,Amazônia
Senador José Porfírio,1507805,1.75944053015945,0.272928866855741,-2.59,-51.95,217455.2,3206,11135,6509,971,44061,123286.76,6.58308e-06,18887,0.88,0.03,0,0.105569007,0.85,0.01618705,0.79,-2.59,-51.95,Amazônia
Soure,1507904,1.79868312775487,0.279016277888169,-0.71,-48.52,198911,259,1,555,1023,12312,16715.7,5.02188e-06,5895,0.43,0.54,1e-10,0.663551402,0.88,0.016666667,7017,-0.71,-48.52,Amazônia
Tailândia,1507953,3.008167044942,0.466634483414109,-2.94,-48.95,233953.8,11994,1036267,7769,3938,101271,103046,5.418e-06,28884,0.68,0.2,0.004259851,0.153543307,0.93,0.120340788,23322,-2.94,-48.95,Amazônia
Terra Alta,1507961,1,0.155122530246025,-1.03,-47.9,2111.5,206,1,345,22604,2492,966728,0.000174734,16793,0.97,0.02,0.009615385,0.1875,0.95,1e-10,55224,-1.03,-47.9,Amazônia
Terra Santa,1507979,2.51987150241747,0.390888843349849,-2.1,-56.48,39306.6,762,1,1937,605,14193,15704.54,1.31579e-05,7183,0.78,0.03,0.003496504,0.132379249,0.99,0.064685315,9.63,-2.1,-56.48,Amazônia
Tomé-Açu,1508001,3.27188765944641,0.50754349241407,-2.41,-48.15,240376.6,8034,67004,10046,6453,146706,118069,4.76162e-06,11708,0.87,0.1,0.039016393,0.151973684,0.91,0.077377049,11993,-2.41,-48.15,Amazônia
Tracuateua,1508035,3.33117556856331,0.51674038288928,-1.07,-46.89,28338,1717,12609,10804,1090,41877,10018,3.51376e-05,12821,0.89,0.02,0.000976563,0.137452711,0.82,0.033854167,32226,-1.07,-46.89,Amazônia
Trairão,1508050,2.05582706605943,0.318905096235399,-4.57,-55.94,139775,794,9092.1,1890,394,21737,52880.75,4.19144e-06,14541,0.82,0.01,0,0.170212766,1,0.070247934,1.54,-4.57,-55.94,Amazônia
Tucumã,1508084,3.73653249025134,0.579620374234267,-6.74,-51.16,226857.7,7825,54237,6836,3691,135301,31518,1.52177e-06,9005,0.77,0.06,0.023006956,0.176600442,0.97,0.15623328,15326,-6.74,-51.16,Amazônia
Tucuruí,1508100,2.8490070783618,0.441945186684316,-3.76,-49.67,139934.3,2853,11429.42,4864,1471,44126,48601.3,6.72123e-06,22049,0.71,0.08,0,0.091210614,0.9,0.014184397,52975,-3.76,-49.67,Amazônia
Ulianópolis,1508126,1.00000000000001,0.155122530246026,-3.75,-47.5,330144,8630,88236.25,4835,25527,702576,179426,3.25335e-06,20182,0.72,0.31,0.003210273,0.201284797,0.88,0.045746388,11305,-3.75,-47.5,Amazônia
Uruará,1508159,2.15708875857399,0.334613066195253,-3.71,-53.73,548566.8,10736,62755,11284,6791,201317,298328,2.31054e-06,16756,0.84,0.06,0.003506136,0.127807133,0.87,0.04482845,4101,-3.71,-53.73,Amazônia
Vigia,1508209,0.999999999999461,0.155122530245941,-0.85,-48.14,8246.9,355,6432.61,2943,89,55317,2612.47,7.57319e-05,23197,0.89,0.06,0.002116402,0.274760383,0.91,0.075132275,96861,-0.85,-48.14,Amazônia
Viseu,1508308,2.20389488992758,0.341873751721849,-1.19,-46.13,231045.3,2156,29678,16240,3062,167911,67852,4.773e-06,18586,0.89,0.06,0.004480076,0.109903382,0.67,0.099740627,12153,-1.19,-46.13,Amazônia
Vitória do Xingu,1508357,2.31139218802443,0.358549004597244,-2.88,-52,180456.9,4630,28414.63,3847,1177,71095,68176,3.96734e-06,23305,0.7,0.13,0,0.230515917,0.92,0.038139535,4764,-2.88,-52,Amazônia
Xinguara,1508407,3.34481406694997,0.518856021267775,-7.09,-49.94,221042.8,6679,65436.22,3025,4664,122969,37777.32,9.45404e-07,8727,0.78,0.13,0.002178649,0.143763214,0.96,0.136165577,11518,-7.09,-49.94,Amazônia
Serra do Navio,1600055,1.23916625063097,0.192222604193356,0.89,-52,5243,101,1,366,26123,2179,8572.55,0.000332944,18.21,0.54,0.01,1e-10,0.5,0.63,0.157894737,0.66,0.89,-52,Amazônia
Amapá,1600105,0.999999999999705,0.155122530245979,2.05,-50.79,196152.4,133,1,963,172,17493,137016.65,1.01437e-05,16886,0.76,0.04,0,0.236453202,0.96,4e-11,0.96,2.05,-50.79,Amazônia
Pedra Branca do Amapari,1600154,1,0.155122530246024,0.77,-51.94,33176.8,719,1,2043,199,12788,35392.14,0.000156015,35915,0.89,0.15,0.003367003,0.357142857,0.11,0.072390572,1572,0.77,-51.94,Amazônia
Calçoene,1600204,1.00000000000004,0.155122530246031,2.49,-50.94,138321.9,230,1,650,528,4877,66413,2.36199e-05,18617,0.74,0.17,0.004694836,0.269230769,0.86,0.093896714,0.74,2.49,-50.94,Amazônia
Cutias,1600212,0.999999999999632,0.155122530245967,0.98,-50.8,233799.8,224,1,851,7.38,30745,107365.17,6.01699e-06,21624,0.76,0.39,1e-10,0.260869565,0.97,0.016483516,2587,0.98,-50.8,Amazônia
Ferreira Gomes,1600238,2.10250628780832,0.28057676157637,0.85,-51.18,136946.9,13349,127188.03,1449,1954,49388,88648.55,5.19224e-05,24355,0.61,0.11,0.004424779,0.308411215,0.68,0.03539823,1462,0.85,-51.18,Amazônia
Itaubal,1600253,1,0.133448714614237,-0.59,-50.67,60302.4,1135,1,835,5496,28140,33063.91,2.24674e-05,21137,0.88,0.04,0,0.188888889,0.95,0.013953488,3187,-0.59,-50.67,Amazônia
Laranjal do Jari,1600279,2.00160675426436,0.267111848519753,-0.84,-52.51,30077.7,678,2767.02,1199,1881,16356,25900,7.44822e-05,20444,0.93,0.18,0.00234192,0.141772152,0.19,0.025761124,1545,-0.84,-52.51,Amazônia
Macapá,1600303,2.6230770480079,0.350046260390761,0.03,-51.06,130309.7,2214,33560,6810,891,87960,51368.34,5.9138e-06,26529,0.85,0.22,0.001094092,0.248638839,0.92,0.026258206,72993,0.03,-51.06,Amazônia
Mazagão,1600402,4.03045871427531,0.537859534725789,-0.11,-51.28,88157.2,1716,3530.44,4406,1138,35546,66093,3.48833e-05,25161,0.88,0.17,0.000855432,0.1184573,0.49,0.113772455,1533,-0.11,-51.28,Amazônia
Oiapoque,1600501,1.82441058508189,0.243465247507785,3.84,-51.83,28868,2032,6925.39,3447,169,29187,37938.17,6.56087e-05,23045,0.8,0.02,0,0.391304348,0.15,0.01584507,1128,3.84,-51.83,Amazônia
Porto Grande,1600535,2.89175724822777,0.385901287752398,0.71,-51.41,81200.4,2209,8497,2544,354,29046,55494.29,4.17005e-05,28986,0.87,0.16,0.0067659,0.211055276,0.75,0.077131258,4655,0.71,-51.41,Amazônia
Pracuúba,1600550,1.0000000000003,0.133448714614277,1.74,-50.79,65130.3,302,1634.9,554,287,6090,33093.49,3.90303e-05,23013,0.72,0.17,1e-10,0.428571429,0.79,0.062068966,0.97,1.74,-50.79,Amazônia
Santana,1600600,1.59400230231887,0.212717558336587,-0.05,-51.18,36136.5,644,4871.97,2435,453,27948,24615,3.58201e-05,38857,0.77,0.14,0.00141844,0.313333333,0.55,0.042553191,74922,-0.05,-51.18,Amazônia
Tartarugalzinho,1600709,1.62478294662555,0.216825195754311,1.5,-50.91,218396.3,940,5797.01,1176,477,23715,141926.65,7.85546e-06,20392,0.65,0.23,0,0.212669683,0.85,0.03058104,2.41,1.5,-50.91,Amazônia
Vitória do Jari,1600808,1.00000000000017,0.13344871461426,-0.93,-52.42,24074.6,294,1236.2,1370,18,6672,17213.11,7.18462e-05,26102,0.83,0.1,0,0.102222222,0.27,0.132575758,5975,-0.93,-52.42,Amazônia
Ananás,1701002,1.00000000000012,0.133448714614253,-6.36,-48.07,127447.6,1834,1,1433,1331,49234,34314.92,5.32667e-06,17671,0.78,0.05,0.005347594,0.29787234,0.89,0.029411765,6182,-6.36,-48.07,Amazônia
Angico,1701051,1.67291168602504,0.223247914163177,-6.38,-47.86,33802,7807,14935.29,543,548,13417,15070.96,2.95508e-05,12314,0.85,0.2,0.006329114,0.118644068,1,0.094936709,7577,-6.38,-47.86,Amazônia
Aragominas,1701309,2.38153830669393,0.317813225832871,-7.16,-48.52,74148.8,2042,45615.2,2177,1118,55263,11336.11,5.28879e-06,10135,0.9,0.07,0.004477612,0.245614035,0.54,0.302985075,5,-7.16,-48.52,Amazônia
Araguaína,1702109,3.49936348730568,0.466985559348936,-7.19,-48.2,287777.3,5076,75990.07,3346,1456,138841,75516,1.99295e-06,16998,0.71,0.18,0.003791469,0.358662614,0.63,0.060663507,43985,-7.19,-48.2,Amazônia
Araguanã,1702158,1.11014204131486,0.148147028452693,-6.58,-48.64,48948.2,1113,1,606,1217,47643,9789.01,2.06572e-05,11061,0.77,0.17,1e-10,0.307692308,0.06,0.089655172,6752,-6.58,-48.64,Amazônia
Araguatins,1702208,2.895063574659,0.386342512764741,-5.65,-48.12,154753.1,4447,36729,6199,4744,96050,47345,3.18201e-06,13.46,0.8,0.13,0.000946074,0.224676314,0.45,0.076631977,13414,-5.65,-48.12,Amazônia
Arapoema,1702307,1.33733880361567,0.178466144346253,-7.65,-49.06,123945.3,2315,36264.97,830,1079,101687,20597.27,3.62648e-06,9285,0.67,0.41,0.004065041,0.391304348,0.96,0.130081301,4352,-7.65,-49.06,Amazônia
Augustinópolis,1702554,1.68494835254949,0.224854191839105,-5.46,-47.88,21653.4,664,7466.4,1164,231,22035,1724.91,8.07099e-06,13898,0.87,0.16,0,0.21641791,1,0.090261283,45798,-5.46,-47.88,Amazônia
Bandeirantes do Tocantins,1703057,1.88050602936895,0.250951112443608,-7.75,-48.58,105099.3,1539,26042.06,624,337,52374,19476.33,3.22097e-06,8758,0.46,0.29,0,0.32885906,0.83,0.202830189,2.27,-7.75,-48.58,Amazônia
Bernardo Sayão,1703206,2.60350465164092,0.347434349253667,-7.87,-48.88,66259.2,2703,20015.55,2064,323,45266,7559.54,4.67423e-06,5358,0.89,0.05,0.001733102,0.361111111,0.99,0.31542461,4874,-7.87,-48.88,Amazônia
Brasilândia do Tocantins,1703602,1.84253792354941,0.245884317525653,-8.38,-48.48,39759.6,403,1,437,143,20257,9557.18,1.39622e-05,6822,0.51,0.12,1e-10,0.382978723,0.64,0.109489051,3428,-8.38,-48.48,Amazônia
Buriti do Tocantins,1703800,1.48452582558308,0.1981080632357,-5.31,-48.22,19994,970,6063.91,597,535,17637,2872.49,1.75168e-05,15054,0.86,0.24,0,0.183673469,0.9,0.070093458,44.2,-5.31,-48.22,Amazônia
Carmolândia,1703883,1,0.133448714614237,-7.03,-48.39,31300.2,565,1,326,29,54342,6813.41,1.35891e-05,11881,0.64,0.32,1e-10,0.153846154,0.31,0.138297872,7528,-7.03,-48.39,Amazônia
Carrasco Bonito,1703891,1.09776140871944,0.146494848946723,-5.32,-48.03,14241.9,340,1,501,72,7035,1993.25,2.40389e-05,14417,0.83,0.03,1e-10,0.240740741,0.62,0.124324324,21017,-5.32,-48.03,Amazônia
Colinas do Tocantins,1705508,2.31525419449979,0.308967696261216,-8.05,-48.47,72407.9,988,23640.03,951,646,41789,14964.62,4.16591e-06,11.76,0.54,0.09,0,0.247863248,0.78,0.090673575,41286,-8.05,-48.47,Amazônia
Couto Magalhães,1706001,4.65401093492032,0.621071777065718,-8.28,-49.24,126322.8,3034,24012.69,2463,1966,47629,32074.09,7.43763e-06,11068,0.75,0.24,0.08627451,0.261437909,0.84,0.247058824,3487,-8.28,-49.24,Amazônia
Darcinópolis,1706506,1.37030810363391,0.182865855055418,-6.71,-47.75,62880.9,2822,35803,1231,3040,80530,19600.96,1.38475e-05,18783,0.82,0.12,0,0.092105263,0.62,0.149659864,3653,-6.71,-47.75,Amazônia
Dois Irmãos do Tocantins,1707207,7.00874558245046,0.935308089036224,-9.25,-49.06,292033.9,6324,46121,3875,1201,68204,88937.99,2.9647e-06,6439,0.59,0.01,0,0.177419355,0.89,0.179775281,1939,-9.25,-49.06,Amazônia
Esperantina,1707405,2.05930851241159,0.274812073975483,-5.34,-48.51,27205.3,833,4894.35,1081,114,11835,3578.14,2.28765e-05,15385,0.88,0.05,0,0.128133705,0.98,0.07826087,21414,-5.34,-48.51,Amazônia
Tabocão,1708254,0.999999999999146,0.133448714614123,-9.05,-48.51,30163,533,9585.36,419,145,15574,11953.86,1,9131,0.65,0.15,0.009433962,0.275,0.95,0.056603774,4157,-9.05,-48.51,Amazônia
Goianorte,1708304,7.49351541444759,1,-8.77,-48.93,121751.2,2871,16148.06,1769,229,28327,19185.85,4.73136e-06,6548,0.83,0.04,0.00286533,0.265463918,0.95,0.166189112,2861,-8.77,-48.93,Amazônia
Guaraí,1709302,3.55485017055423,0.474390185906661,-8.83,-48.5,130452.3,3047,35990.18,2267,2904,64235,41280.42,3.97385e-06,11097,0.73,0.2,0.010324484,0.331412104,0.85,0.162241888,11305,-8.83,-48.5,Amazônia
Itaporã do Tocantins,1711100,3.76374913968419,0.502267484821294,-8.57,-48.68,84152,2426,39183.49,1054,2298,38906,16119.19,4.66735e-06,6313,0.68,0.1,0,0.255813954,0.86,0.151943463,2533,-8.57,-48.68,Amazônia
Juarina,1711803,4.33509363182284,0.578512672899121,-8.11,-49.06,38816.7,705,4518.6,1112,51,9314,5249.06,1.71966e-05,6267,0.85,0.02,0,0.261146497,0.72,0.341853035,4634,-8.11,-49.06,Amazônia
Miranorte,1713304,2.35800688383527,0.314672987699339,-9.52,-48.59,75100.2,2771,25028.76,1501,1381,55839,23625.96,5.90169e-06,13819,0.79,0.13,0.005952381,0.201612903,0.83,0.138888889,13014,-9.52,-48.59,Amazônia
Muricilândia,1713957,1.98922980734962,0.265460160863132,-7.14,-48.61,79212.6,1460,20996.49,665,168,52654,19491.96,7.56561e-06,7987,0.75,0.15,0,0.32460733,0.94,0.052845528,2955,-7.14,-48.61,Amazônia
Nova Olinda,1714880,3.21496248781344,0.429032611531692,-7.63,-48.42,106192.5,2312,28529.7,1891,84,47510,24955,4.14863e-05,12439,0.79,0.08,0.004172462,0.344444444,0.82,0.098748261,7.48,-7.63,-48.42,Amazônia
Pau D'Arco,1716307,2.00189985350538,0.267150962236722,-7.53,-49.37,117140.1,2572,48243.94,1560,1736,101938,26808.6,4.33888e-06,7851,0.79,0.18,0.009501188,0.274038462,0.8,0.16152019,3523,-7.53,-49.37,Amazônia
Pequizeiro,1716653,3.8919727503188,0.51937876084368,-8.59,-48.93,104224.8,3235,23804.34,2248,2856,47105,14376.59,4.63999e-06,6406,0.89,0.01,0,0.25,0.79,0.143765903,4507,-8.59,-48.93,Amazônia
Colméia,1716703,4.06011376087568,0.541816962576434,-8.72,-48.76,85939.2,1560,17976.57,1314,368,36960,18530.78,5.29483e-06,5303,0.85,0.04,0.001443001,0.266666667,0.99,0.255411255,8488,-8.72,-48.76,Amazônia
Piraquê,1717206,2.94973492957852,0.393638334804969,-6.77,-48.29,96570.5,2260,34793.46,1816,2392,56249,32961.54,5.06435e-06,18806,0.81,0.14,0.009302326,0.293838863,0.91,0.072093023,2226,-6.77,-48.29,Amazônia
Presidente Kennedy,1718402,2.08555208410026,0.278314244884222,-8.53,-48.5,53235.4,683,1,456,33,8947,14475.26,8.9509e-06,5837,0.79,0.07,1e-10,0.281690141,1,0.133333333,4845,-8.53,-48.5,Amazônia
Riachinho,1718550,1.26767582657928,0.169169709604545,-6.43,-48.13,40751.6,752,1,1453,753,23379,8279.2,7.35729e-06,12857,0.93,0.02,0.004081633,0.230769231,0.89,0.118367347,8891,-6.43,-48.13,Amazônia
Sampaio,1718808,1.59238945388672,0.212502325786449,-5.34,-47.87,10841.5,380,2086.06,943,108,5501,4467.15,4.72057e-05,16518,0.83,0.08,0,0.150943396,0.45,0.118181818,20599,-5.34,-47.87,Amazônia
Santa Fé do Araguaia,1718865,1.99946138267011,0.266825551438131,-7.15,-48.72,140530.4,6135,35843.86,1108,1700,83840,44571.58,3.70055e-06,7477,0.7,0.14,0.012698413,0.450909091,0.45,0.146031746,4411,-7.15,-48.72,Amazônia
São Bento do Tocantins,1720101,5.12402851740979,0.683795019295029,-5.91,-48.06,54779.5,4800,19753.95,1697,350,19011,23058,1.6023e-05,14.75,0.84,0.13,0.005012531,0.151685393,0.8,0.235588972,4.73,-5.91,-48.06,Amazônia
São Sebastião do Tocantins,1720309,2.09356848115668,0.279384022767238,-5.25,-48.2,20020.7,677,3055.43,910,193,15494,5444.92,1.92231e-05,13056,0.88,0.13,0,0.205479452,0.89,0.057761733,16531,-5.25,-48.2,Amazônia
